大道寺引上線,1000,0
大道寺引上線,0,0
大道寺,1000,0
大道寺,0,0
江ノ原信号場,1000,0
江ノ原信号場,0,0
江ノ原,1019.348,-15
江ノ原,1018.232,-15
江ノ原,1017.439,-15
江ノ原,1016.326,-15
江ノ原,1015.254,-15
江ノ原,1014.175,-15
江ノ原,1013.124,-15
江ノ原,1012.086,-15
江ノ原,1011.007,-15
江ノ原,1009.931,-15
江ノ原,1008.901,-15
江ノ原,1007.863,-15
江ノ原,1006.839,-15
江ノ原,1005.691,-15
江ノ原,1004.619,-15
江ノ原,1003.478,-15
江ノ原,1002.454,-15
江ノ原,1001.436,-15
江ノ原,1000.409,-15
江ノ原,999.373,-15
江ノ原,998.304,-15
江ノ原,997.253,-15
江ノ原,996.237,-15
江ノ原,995.247,-15
江ノ原,994.151,-15
江ノ原,992.893,-15
江ノ原,991.868,-15
江ノ原,990.94,-15
江ノ原,989.888,-15
江ノ原,988.69,-15
江ノ原,987.607,-15
江ノ原,986.789,-14.9
江ノ原,985.455,-14.8
江ノ原,984.6,-14.7
江ノ原,983.508,-14.6
江ノ原,982.412,-14.5
江ノ原,981.417,-14.3
江ノ原,980.141,-14
江ノ原,979.134,-13.8
江ノ原,978.122,-13.5
江ノ原,977.06,-13.3
江ノ原,976.028,-12.9
江ノ原,974.973,-12.6
江ノ原,973.861,-12.2
江ノ原,973.03,-12
江ノ原,971.884,-11.6
江ノ原,970.814,-11.2
江ノ原,969.694,-10.8
江ノ原,968.631,-10.5
江ノ原,967.507,-10.1
江ノ原,966.435,-9.8
江ノ原,965.392,-9.4
江ノ原,964.351,-9.1
江ノ原,963.327,-8.7
江ノ原,962.217,-8.4
江ノ原,961.16,-8
江ノ原,960.053,-7.6
江ノ原,959.015,-7.3
江ノ原,957.957,-6.9
江ノ原,956.899,-6.6
江ノ原,955.844,-6.2
江ノ原,955.046,-6
江ノ原,953.705,-5.5
江ノ原,952.649,-5.2
江ノ原,951.647,-4.8
江ノ原,950.602,-4.5
江ノ原,949.6,-4.1
江ノ原,948.364,-3.7
江ノ原,947.359,-3.4
江ノ原,946.346,-3.1
江ノ原,945.369,-2.7
江ノ原,944.328,-2.4
江ノ原,943.27,-2.1
江ノ原,942.155,-1.7
江ノ原,941.107,-1.4
江ノ原,940.119,-1.2
江ノ原,939.112,-1
江ノ原,938.057,-0.8
江ノ原,936.952,-0.6
江ノ原,935.892,-0.4
江ノ原,934.818,-0.3
江ノ原,933.562,-0.2
江ノ原,932.527,-0.1
江ノ原,931.68,0
江ノ原,762.062,0
江ノ原,761.024,0.1
江ノ原,760,0.2
江ノ原,758.891,0.2
江ノ原,757.898,0.3
江ノ原,756.84,0.4
江ノ原,755.63,0.5
江ノ原,754.639,0.5
江ノ原,753.584,0.6
江ノ原,752.471,0.7
江ノ原,751.475,0.8
江ノ原,750.509,0.8
江ノ原,749.512,0.9
江ノ原,748.455,1
江ノ原,747.42,1
江ノ原,746.407,1
江ノ原,745.158,1
江ノ原,744.205,1
江ノ原,743.137,1
江ノ原,742.088,1
江ノ原,741.043,1
江ノ原,740,1
江ノ原,738.754,1
江ノ原,737.75,1
江ノ原,736.756,1
江ノ原,735.647,1
江ノ原,734.554,1
江ノ原,733.808,1
江ノ原,732.506,1
江ノ原,731.548,1
江ノ原,730.54,1
江ノ原,729.297,1
江ノ原,728.318,1
江ノ原,727.335,1
江ノ原,726.364,1
江ノ原,725.368,1
江ノ原,724.151,1
江ノ原,723.179,1
江ノ原,722.198,1
江ノ原,721.112,1
江ノ原,720.084,1
江ノ原,718.979,1
江ノ原,717.762,1
江ノ原,716.785,1
江ノ原,715.799,1
江ノ原,714.74,1
江ノ原,713.714,1
江ノ原,712.644,1
江ノ原,711.615,1
江ノ原,710.604,1
江ノ原,709.582,1
江ノ原,708.357,1
江ノ原,707.359,1
江ノ原,706.366,1
江ノ原,705.304,1
江ノ原,704.216,1
江ノ原,703.203,1
江ノ原,702.31,1
江ノ原,701.117,1
江ノ原,700.096,1
江ノ原,699.099,1
江ノ原,698.083,1
江ノ原,697.007,1
江ノ原,695.714,1
江ノ原,694.861,1
江ノ原,693.792,1
江ノ原,692.724,1
江ノ原,691.604,1
江ノ原,690.6,1
江ノ原,689.505,1
江ノ原,688.493,0.9
江ノ原,687.468,0.8
江ノ原,686.46,0.7
江ノ原,685.293,0.7
江ノ原,684.227,0.6
江ノ原,683.328,0.5
江ノ原,682.193,0.4
江ノ原,681.037,0.4
